               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   7,             0.16206,            0.015564,           0.0028165,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.020453,            0.006994,            0.006994
                   8,                0.16,            0.016698,           0.0024218,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0093524,           0.0072818,           0.0072818
                   9,             0.15486,             0.01462,           0.0025368,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068217,           0.0068217,           0.0068217
                  10,             0.15267,            0.016017,           0.0017525,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068217,           0.0068217,           0.0068217
                  11,             0.14785,            0.015885,           0.0018051,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006213,            0.006213,            0.006213
                  12,             0.14403,            0.014821,           0.0013096,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056043,           0.0056043,           0.0056043
                  13,             0.14178,            0.016356,           0.0013766,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049956,           0.0049956,           0.0049956
                  14,             0.13699,            0.014779,          0.00098308,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043869,           0.0043869,           0.0043869
                  15,             0.13367,            0.015134,          0.00095252,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037783,           0.0037783,           0.0037783
                  16,             0.13461,             0.01479,           0.0008254,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031696,           0.0031696,           0.0031696
                  17,             0.13077,            0.014752,          0.00088383,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025609,           0.0025609,           0.0025609
                  18,             0.12891,            0.014523,          0.00063085,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019522,           0.0019522,           0.0019522
                  19,              0.1289,            0.015683,          0.00048124,             0.43377,             0.24356,             0.22439,            0.074068,             0.12917,           0.0099962,          0.00075361,           0.0013435,           0.0013435,           0.0013435
                   0,              0.1748,            0.030617,            0.041534,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.084374,            0.001187,            0.001187
                   1,             0.16056,            0.023547,            0.024136,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.075389,           0.0023693,           0.0023693
                   2,             0.15052,            0.020295,            0.011645,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.066275,           0.0034224,           0.0034224
                   3,              0.1467,            0.019403,           0.0058349,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.057031,           0.0043461,           0.0043461
                   4,              0.1417,             0.01825,           0.0031061,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.047658,           0.0051407,           0.0051407
                   5,             0.13929,            0.018048,           0.0026986,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.038156,           0.0058059,           0.0058059
                   6,             0.13778,            0.018165,           0.0021244,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.028525,           0.0063419,           0.0063419
                   7,             0.13154,            0.017091,           0.0021268,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.018765,           0.0067486,           0.0067486
                   8,             0.13217,             0.01811,           0.0019649,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0088747,           0.0070261,           0.0070261
                   9,             0.12617,            0.016308,           0.0021099,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065819,           0.0065819,           0.0065819
                  10,             0.12393,            0.017977,           0.0012961,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065819,           0.0065819,           0.0065819
                  11,             0.12042,            0.018091,           0.0013955,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059943,           0.0059943,           0.0059943
                  12,             0.11767,             0.01639,           0.0010229,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054068,           0.0054068,           0.0054068
                  13,             0.11593,            0.018365,           0.0009842,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048192,           0.0048192,           0.0048192
                  14,             0.11121,            0.016722,          0.00083313,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042317,           0.0042317,           0.0042317
                  15,             0.10846,            0.016954,           0.0009698,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036441,           0.0036441,           0.0036441
                  16,             0.10763,            0.016974,          0.00074918,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030565,           0.0030565,           0.0030565
                  17,             0.10586,            0.016641,          0.00074862,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002469,            0.002469,            0.002469
                  18,             0.10356,            0.016582,          0.00065784,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0018814,           0.0018814,           0.0018814
                  19,             0.10344,            0.017685,          0.00050104,             0.38997,             0.28369,             0.25087,            0.090905,             0.10122,            0.010795,           0.0015481,           0.0012938,           0.0012938,           0.0012938
                   0,             0.15905,            0.024335,            0.038648,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.093033,            0.001152,            0.001152
                   1,             0.14857,            0.019829,            0.025402,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.082951,           0.0022994,           0.0022994
                   2,              0.1388,            0.017359,            0.013235,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.072743,           0.0033214,           0.0033214
                   3,             0.13549,            0.016251,           0.0067803,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.062409,            0.004218,            0.004218
                   4,             0.13126,             0.01573,           0.0037526,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.05195,           0.0049891,           0.0049891
                   5,             0.12932,            0.015067,           0.0032734,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.041366,           0.0056347,           0.0056347
                   6,             0.12705,            0.015106,           0.0023135,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.030657,           0.0061549,           0.0061549
                   7,              0.1226,            0.013928,            0.001907,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.019821,           0.0065496,           0.0065496
                   8,             0.12156,            0.014627,            0.001778,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0088607,           0.0068189,           0.0068189
                   9,             0.11687,            0.013077,           0.0019955,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063878,           0.0063878,           0.0063878
                  10,             0.11503,            0.014259,           0.0015582,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063878,           0.0063878,           0.0063878
                  11,             0.10994,            0.015131,           0.0012898,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058176,           0.0058176,           0.0058176
                  12,             0.10957,            0.013481,          0.00087361,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052474,           0.0052474,           0.0052474
                  13,             0.10731,            0.014582,          0.00084153,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046771,           0.0046771,           0.0046771
                  14,             0.10419,            0.013274,          0.00074512,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041069,           0.0041069,           0.0041069
                  15,             0.10193,            0.013898,          0.00066892,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035366,           0.0035366,           0.0035366
                  16,             0.10187,            0.013337,          0.00060291,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029664,           0.0029664,           0.0029664
                  17,            0.098195,            0.013955,          0.00072477,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023962,           0.0023962,           0.0023962
                  18,            0.097531,            0.013547,           0.0006095,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0018259,           0.0018259,           0.0018259
                  19,              0.0968,            0.014515,           0.0004749,             0.36368,             0.22802,             0.19375,            0.060867,            0.094874,           0.0094195,           0.0011471,           0.0012557,           0.0012557,           0.0012557
                   0,              0.1895,             0.03237,            0.044249,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.079853,            0.001256,            0.001256
                   1,             0.17414,              0.0254,            0.024355,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.071498,            0.002507,            0.002507
                   2,             0.16402,            0.022389,            0.010212,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.063006,           0.0036213,           0.0036213
                   3,             0.15574,            0.021795,           0.0059149,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.054377,           0.0045988,           0.0045988
                   4,             0.14877,            0.021239,           0.0037188,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.045611,           0.0054395,           0.0054395
                   5,             0.15003,            0.018595,           0.0029162,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.036709,           0.0061434,           0.0061434
                   6,             0.14602,            0.019038,           0.0026651,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.02767,           0.0067106,           0.0067106
                   7,             0.14023,            0.018921,           0.0022004,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.018494,           0.0071409,           0.0071409
                   8,             0.14076,            0.018879,           0.0019312,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0091811,           0.0074345,           0.0074345
                   9,             0.13704,            0.019082,           0.0019823,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069645,           0.0069645,           0.0069645
                  10,             0.13285,            0.018503,           0.0017321,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069645,           0.0069645,           0.0069645
                  11,             0.12825,            0.018801,           0.0015781,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063428,           0.0063428,           0.0063428
                  12,             0.12545,            0.018889,           0.0012146,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057211,           0.0057211,           0.0057211
                  13,             0.12319,             0.01865,           0.0010775,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050994,           0.0050994,           0.0050994
                  14,             0.11884,            0.019251,          0.00093802,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044776,           0.0044776,           0.0044776
                  15,             0.11764,             0.01855,          0.00093045,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038559,           0.0038559,           0.0038559
                  16,             0.11213,             0.01851,          0.00092254,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032342,           0.0032342,           0.0032342
                  17,             0.11458,            0.016184,          0.00068621,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0026125,           0.0026125,           0.0026125
                  18,             0.10705,            0.016679,           0.0008319,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019908,           0.0019908,           0.0019908
                  19,             0.10816,            0.017504,          0.00061002,              0.4645,             0.23964,              0.2362,            0.080376,             0.10463,            0.012086,            0.001055,            0.001369,            0.001369,            0.001369
                   0,             0.12302,             0.03026,            0.024402,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.10034,            0.000948,            0.000948
                   1,             0.11084,            0.019118,            0.010006,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.089132,           0.0018923,           0.0018923
                   2,              0.1065,            0.018101,            0.005104,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.077826,           0.0027333,           0.0027333
                   3,             0.10344,            0.018117,           0.0027333,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.066416,           0.0034711,           0.0034711
                   4,            0.098538,            0.017981,           0.0010566,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.054903,           0.0041056,           0.0041056
                   5,            0.098941,            0.017125,          0.00078735,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.043287,           0.0046369,           0.0046369
                   6,            0.095983,            0.018367,          0.00058423,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.031568,            0.005065,            0.005065
                   7,            0.092465,            0.016947,          0.00078057,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.019746,           0.0053898,           0.0053898
                   8,            0.091533,            0.018321,            0.000821,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00782,           0.0056114,           0.0056114
                   9,            0.087105,            0.016796,          0.00094306,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052567,           0.0052567,           0.0052567
                  10,            0.087546,            0.018139,          0.00050886,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052567,           0.0052567,           0.0052567
                  11,            0.084206,            0.019707,          0.00084784,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047874,           0.0047874,           0.0047874
                  12,            0.083509,            0.017699,          0.00040654,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043181,           0.0043181,           0.0043181
                  13,            0.081172,            0.020288,          0.00048996,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038489,           0.0038489,           0.0038489
                  14,            0.078397,            0.018225,          0.00032463,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033796,           0.0033796,           0.0033796
                  15,            0.077001,            0.019065,          0.00059107,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029104,           0.0029104,           0.0029104
                  16,            0.077048,            0.018707,          0.00056976,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024411,           0.0024411,           0.0024411
                  17,            0.076506,            0.018768,          0.00035447,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019718,           0.0019718,           0.0019718
                  18,            0.074247,            0.018359,          0.00026878,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0015026,           0.0015026,           0.0015026
                  19,            0.074616,            0.020354,          0.00027854,             0.43412,             0.19027,              0.1821,            0.052465,            0.075861,            0.013416,           0.0015424,           0.0010333,           0.0010333,           0.0010333
                   0,             0.17562,            0.030344,            0.041478,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.08522,            0.001187,            0.001187
                   1,             0.16121,            0.023277,            0.023881,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.076132,           0.0023693,           0.0023693
                   2,             0.15094,            0.020023,            0.011702,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.066914,           0.0034224,           0.0034224
                   3,              0.1469,            0.019203,           0.0058339,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.057567,           0.0043461,           0.0043461
                   4,             0.14192,            0.018152,           0.0030736,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.048091,           0.0051407,           0.0051407
                   5,             0.14192,            0.017751,           0.0027435,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.038485,           0.0058059,           0.0058059
                   6,             0.13784,             0.01813,           0.0021692,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.028751,           0.0063419,           0.0063419
                   7,             0.13268,            0.016602,           0.0019228,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.018887,           0.0067486,           0.0067486
                   8,              0.1308,            0.018523,            0.001848,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0088935,           0.0070261,           0.0070261
                   9,              0.1256,            0.016229,           0.0019855,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065819,           0.0065819,           0.0065819
                  10,             0.12504,             0.01774,           0.0014548,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065819,           0.0065819,           0.0065819
                  11,             0.11867,            0.018267,            0.001442,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059943,           0.0059943,           0.0059943
                  12,             0.11885,            0.016447,          0.00094113,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054068,           0.0054068,           0.0054068
                  13,             0.11597,            0.018446,           0.0012973,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048192,           0.0048192,           0.0048192
                  14,             0.11176,            0.016596,          0.00082009,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042317,           0.0042317,           0.0042317
                  15,             0.10848,            0.016791,          0.00091479,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036441,           0.0036441,           0.0036441
                  16,             0.10823,            0.016597,          0.00077741,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030565,           0.0030565,           0.0030565
                  17,             0.10653,            0.016332,          0.00071512,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002469,            0.002469,            0.002469
                  18,             0.10456,            0.016255,          0.00064209,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0018814,           0.0018814,           0.0018814
                  19,             0.10494,            0.017644,          0.00046534,             0.42449,             0.30203,             0.25693,            0.088659,             0.10135,            0.010926,          0.00064406,           0.0012938,           0.0012938,           0.0012938
                   0,              0.1236,            0.032594,            0.058945,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.087107,            0.001463,            0.001463
                   1,             0.11152,            0.025207,            0.020332,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.078097,           0.0029202,           0.0029202
                   2,             0.10507,            0.022241,           0.0079558,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.068927,           0.0042181,           0.0042181
                   3,             0.10395,            0.020203,           0.0031963,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.059598,           0.0053567,           0.0053567
                   4,             0.10116,            0.019259,           0.0014143,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.05011,            0.006336,            0.006336
                   5,             0.10148,            0.018251,           0.0013231,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.040462,           0.0071559,           0.0071559
                   6,            0.099405,            0.019581,           0.0013761,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.030655,           0.0078165,           0.0078165
                   7,            0.096276,            0.017999,           0.0012602,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.020689,           0.0083178,           0.0083178
                   8,            0.093871,            0.020127,           0.0014925,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010563,           0.0086598,           0.0086598
                   9,            0.090707,            0.018114,           0.0017113,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081123,           0.0081123,           0.0081123
                  10,            0.087862,            0.019614,           0.0011055,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081123,           0.0081123,           0.0081123
                  11,            0.086499,            0.019915,           0.0010895,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073882,           0.0073882,           0.0073882
                  12,            0.083322,            0.018768,          0.00075536,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006664,            0.006664,            0.006664
                  13,            0.082365,            0.020798,           0.0006551,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059398,           0.0059398,           0.0059398
                  14,            0.079045,            0.019228,          0.00060901,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052156,           0.0052156,           0.0052156
                  15,            0.075485,            0.019469,          0.00051273,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044914,           0.0044914,           0.0044914
                  16,            0.076454,            0.019082,          0.00046014,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037672,           0.0037672,           0.0037672
                  17,            0.075256,            0.019092,          0.00057439,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003043,            0.003043,            0.003043
                  18,            0.073009,            0.019061,          0.00051687,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023189,           0.0023189,           0.0023189
                  19,             0.07243,            0.020542,          0.00035483,             0.43338,             0.24842,             0.24049,            0.092141,            0.070008,            0.013627,          0.00051595,           0.0015947,           0.0015947,           0.0015947
                   0,             0.11517,            0.028607,            0.046121,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.086869,            0.001225,            0.001225
                   1,              0.1051,            0.021955,            0.019965,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.077622,           0.0024452,           0.0024452
                   2,            0.099355,            0.020071,           0.0099054,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.068241,           0.0035319,           0.0035319
                   3,            0.097426,            0.019183,           0.0041837,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.058726,           0.0044853,           0.0044853
                   4,             0.09536,            0.017681,           0.0018042,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.049079,           0.0053052,           0.0053052
                   5,            0.097439,            0.016101,           0.0014315,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.039298,           0.0059918,           0.0059918
                   6,            0.094413,            0.017362,           0.0013104,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.029383,           0.0065449,           0.0065449
                   7,             0.09167,            0.015788,           0.0012596,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.019335,           0.0069647,           0.0069647
                   8,            0.091865,            0.016957,            0.001086,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0091542,            0.007251,            0.007251
                   9,            0.086227,            0.016015,           0.0011171,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067926,           0.0067926,           0.0067926
                  10,            0.086049,            0.017622,           0.0007921,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067926,           0.0067926,           0.0067926
                  11,            0.082097,            0.018171,          0.00073424,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061862,           0.0061862,           0.0061862
                  12,            0.080668,            0.016782,          0.00065285,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055799,           0.0055799,           0.0055799
                  13,            0.078387,            0.019015,          0.00065782,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049735,           0.0049735,           0.0049735
                  14,            0.076483,            0.017122,          0.00040916,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043671,           0.0043671,           0.0043671
                  15,             0.07342,             0.01748,          0.00054813,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037608,           0.0037608,           0.0037608
                  16,            0.075108,            0.017655,          0.00041608,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031544,           0.0031544,           0.0031544
                  17,            0.073127,            0.017131,          0.00042499,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002548,            0.002548,            0.002548
                  18,             0.07163,            0.017126,          0.00035548,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019416,           0.0019416,           0.0019416
                  19,            0.071465,            0.018485,          0.00028488,             0.35833,             0.28991,             0.24603,            0.097904,             0.06622,            0.012246,          0.00040676,           0.0013352,           0.0013352,           0.0013352
                   0,            0.072401,             0.04119,            0.045855,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.093025,            0.001162,            0.001162
                   1,            0.070843,            0.033107,            0.034223,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.082955,           0.0023194,           0.0023194
                   2,            0.068593,            0.027597,            0.021477,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.072758,           0.0033503,           0.0033503
                   3,            0.065781,            0.028191,            0.011677,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.062435,           0.0042546,           0.0042546
                   4,            0.062868,            0.028429,           0.0064143,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.051985,           0.0050324,           0.0050324
                   5,            0.061863,            0.026802,           0.0048731,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.041408,           0.0056836,           0.0056836
                   6,            0.061359,            0.026205,           0.0029058,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.030705,           0.0062083,           0.0062083
                   7,            0.059669,            0.024545,            0.002082,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.019876,           0.0066065,           0.0066065
                   8,            0.059447,             0.02604,           0.0015717,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0089195,           0.0068781,           0.0068781
                   9,            0.057778,            0.022662,           0.0014477,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064433,           0.0064433,           0.0064433
                  10,            0.056829,            0.025484,          0.00086062,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064433,           0.0064433,           0.0064433
                  11,            0.055635,            0.026234,          0.00076767,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058681,           0.0058681,           0.0058681
                  12,            0.054662,            0.024165,          0.00053717,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052929,           0.0052929,           0.0052929
                  13,             0.05449,            0.027034,          0.00054573,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047177,           0.0047177,           0.0047177
                  14,             0.05227,            0.025361,          0.00050741,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041425,           0.0041425,           0.0041425
                  15,            0.051145,            0.025707,          0.00050109,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0035673,           0.0035673,           0.0035673
                  16,            0.051527,            0.026422,          0.00039513,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029922,           0.0029922,           0.0029922
                  17,            0.050616,            0.025398,          0.00050177,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002417,            0.002417,            0.002417
                  18,            0.049318,            0.025966,          0.00038449,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0018418,           0.0018418,           0.0018418
                  19,            0.049456,            0.027473,          0.00028588,              0.6817,             0.13071,             0.11466,            0.038911,            0.046926,            0.017547,          0.00063768,           0.0012666,           0.0012666,           0.0012666
                   0,             0.11321,            0.028788,            0.046945,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.087533,            0.001214,            0.001214
                   1,             0.10429,             0.02235,            0.019403,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.078192,           0.0024232,           0.0024232
                   2,            0.097324,            0.021445,           0.0092846,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.068719,           0.0035002,           0.0035002
                   3,            0.095446,            0.019302,           0.0048468,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.059114,           0.0044451,           0.0044451
                   4,             0.09462,            0.017783,           0.0020658,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.049376,           0.0052577,           0.0052577
                   5,            0.095209,            0.016499,           0.0012723,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.039507,           0.0059381,           0.0059381
                   6,            0.092101,            0.017198,           0.0011924,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.029505,           0.0064864,           0.0064864
                   7,            0.090483,            0.015586,           0.0011895,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.019371,           0.0069024,           0.0069024
                   8,            0.091743,             0.01601,            0.001049,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0091044,           0.0071862,           0.0071862
                   9,            0.086282,            0.014854,           0.0010121,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006732,            0.006732,            0.006732
                  10,            0.084791,            0.017129,          0.00069742,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006732,            0.006732,            0.006732
                  11,            0.080657,            0.018802,          0.00081801,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061311,           0.0061311,           0.0061311
                  12,            0.079565,             0.01703,          0.00080735,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055302,           0.0055302,           0.0055302
                  13,            0.077775,            0.017929,          0.00067425,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049293,           0.0049293,           0.0049293
                  14,              0.0752,            0.015635,          0.00058364,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043285,           0.0043285,           0.0043285
                  15,            0.073429,            0.018437,          0.00059829,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037276,           0.0037276,           0.0037276
                  16,            0.071383,            0.018189,          0.00044671,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031267,           0.0031267,           0.0031267
                  17,             0.07129,            0.016692,          0.00050835,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025258,           0.0025258,           0.0025258
                  18,            0.069109,            0.017876,          0.00032628,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019249,           0.0019249,           0.0019249
                  19,            0.068911,            0.018961,            0.000303,             0.47486,             0.22832,             0.22028,            0.084122,            0.066313,            0.011856,          0.00049349,            0.001324,            0.001324,            0.001324
